Código de Modalidad;Código de la infraestructura;Número de Agentes Educativos;Recursos para formación;Periodo;Codigo Caja de Compensacion;Caja de Compensacion;Fecha Creacion
COMUNITARIA - HCB FAMILIARES;CCF040-29-00283;23;9226;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00272;5;2006;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00273;2;802;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00276;9;3610;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00207;2;802;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00274;3;1203;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00277;3;1203;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00266;8;3209;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00267;28;11232;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00268;2;802;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00269;4;1605;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00270;2;802;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00271;6;2407;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00260;2;802;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00261;4;1605;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00262;22;8825;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00263;5;2006;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00264;14;5616;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00265;2;802;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00254;10;4011;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00255;14;5616;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00256;21;8424;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00257;12;4814;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00258;2;802;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00259;3;1203;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00248;8;3209;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00249;28;11232;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00251;7;2808;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00250;15;6017;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00252;6;2407;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00253;2;802;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00242;2;802;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00243;14;5616;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00244;10;4011;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00245;22;8825;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00246;30;12034;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00247;6;2407;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00166;16;6418;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00167;43;17249;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00235;14;5616;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00236;8;3209;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00241;12;4814;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00237;19;7622;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00233;19;7622;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00234;18;7220;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00240;22;8825;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00176;22;8825;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00177;14;5616;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00165;12;4814;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00231;4;1605;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00161;3;1203;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00162;4;1605;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00163;5;2006;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00164;2;802;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00232;16;6418;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00227;19;7622;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00301;30;12034;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00302;40;16045;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00228;2;802;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00229;2;802;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00230;4;1605;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00222;10;4011;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00618;15;6017;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00223;29;11633;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00224;23;9226;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00226;8;3209;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00225;25;10028;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00218;20;8023;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00219;11;4412;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00220;36;14441;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00221;11;4412;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00617;116;46531;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00317;20;8023;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00239;2;802;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00215;2;802;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00216;3;1203;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00217;2;802;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00168;56;22463;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00300;15;6017;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00201;9;3610;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00214;4;1605;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00619;2;802;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00238;2;802;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00213;3;1203;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00175;73;29283;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00195;2;802;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00196;10;4011;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00197;7;2808;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00198;3;1203;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00199;6;2407;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00200;3;1203;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00189;4;1605;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00190;2;802;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00191;1;401;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00192;47;18853;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00193;32;12836;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00194;18;7220;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00183;23;9226;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00184;26;10429;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00185;21;8424;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00186;6;2407;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00187;3;1203;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00188;11;4412;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00160;13;5215;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00178;22;8825;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00179;19;7622;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00180;6;2407;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00181;8;3209;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00182;11;4412;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00154;21;8424;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00155;16;6418;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00156;17;6819;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00157;21;8424;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00158;22;8825;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00159;11;4412;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00148;23;9226;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00149;25;10028;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00150;8;3209;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00152;12;4814;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00151;13;5215;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00153;17;6819;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00142;3;1203;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00143;3;1203;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00144;7;2808;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00145;20;8023;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00146;30;12034;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00147;30;12034;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00133;11;4412;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00134;22;8825;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00135;11;4412;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00136;17;6819;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00137;31;12435;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00141;3;1203;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00127;2;802;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00128;17;6819;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00129;22;8825;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00130;6;2407;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00131;13;5215;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00132;15;6017;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00121;8;3209;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00122;12;4814;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
COMUNITARIA - HCB FAMILIARES;CCF040-29-00123;7;2808;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:37.887
