Identificación del programa;Código de Modalidad;Código de Convenios y/o contratos FONIÑEZ;Valor;Periodo;Codigo Caja de Compensacion;Caja de Compensacion;Fecha Creacion
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Saldo Final Convenios – Período reportado;-457224500;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;22;COLSUBSIDIO;2020-07-25 01:17:44.977
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HOGARES LACTANTES;Saldo inicial convenios;447970960;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;22;COLSUBSIDIO;2020-07-25 01:17:44.977
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HOGARES LACTANTES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;412588079;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;22;COLSUBSIDIO;2020-07-25 01:17:44.977
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - PREESCOLARES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;41;COMFASUCRE;2020-07-25 12:15:39.813
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HOGARES INFANTILES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:38.687
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HOGARES INFANTILES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;456604055;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:38.687
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HOGARES INFANTILES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;284229787;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:38.687
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HOGARES INFANTILES;Saldo Final Convenios – Período reportado;172374268;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;40;COMFENALCO Santander;2020-07-25 18:04:38.687
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB MÚLTIPLES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;36;COMFAORIENTE;2020-07-25 19:12:59.590
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;36;COMFAORIENTE;2020-07-25 19:12:59.590
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - PREESCOLARES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;36;COMFAORIENTE;2020-07-25 19:12:59.590
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - PREESCOLARES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;36;COMFAORIENTE;2020-07-25 19:12:59.590
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - PREESCOLARES;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;36;COMFAORIENTE;2020-07-25 19:12:59.590
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;36;COMFAORIENTE;2020-07-25 19:12:59.590
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;36;COMFAORIENTE;2020-07-25 19:12:59.590
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;36;COMFAORIENTE;2020-07-25 19:12:59.590
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB EMPRESARIALES;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;36;COMFAORIENTE;2020-07-25 19:12:59.590
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - JARDINES SOCIALES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;36;COMFAORIENTE;2020-07-25 19:12:59.590
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - JARDINES SOCIALES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;36;COMFAORIENTE;2020-07-25 19:12:59.590
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - JARDINES SOCIALES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;36;COMFAORIENTE;2020-07-25 19:12:59.590
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - JARDINES SOCIALES;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;36;COMFAORIENTE;2020-07-25 19:12:59.590
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - PREESCOLARES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;36;COMFAORIENTE;2020-07-25 19:12:59.590
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB MÚLTIPLES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;36;COMFAORIENTE;2020-07-25 19:12:59.590
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB MÚLTIPLES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;36;COMFAORIENTE;2020-07-25 19:12:59.590
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB MÚLTIPLES;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;36;COMFAORIENTE;2020-07-25 19:12:59.590
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB EMPRESARIALES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;36;COMFAORIENTE;2020-07-25 19:12:59.590
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB EMPRESARIALES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;36;COMFAORIENTE;2020-07-25 19:12:59.590
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB EMPRESARIALES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;36;COMFAORIENTE;2020-07-25 19:12:59.590
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HOGARES INFANTILES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;3;COMFENALCO Antioquia;2020-07-27 11:11:38.260
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HOGARES INFANTILES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;117033565;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;3;COMFENALCO Antioquia;2020-07-27 11:11:38.260
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HOGARES INFANTILES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;69893583;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;3;COMFENALCO Antioquia;2020-07-27 11:11:38.260
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HOGARES INFANTILES;Saldo Final Convenios – Período reportado;47139982;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;3;COMFENALCO Antioquia;2020-07-27 11:11:38.260
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - JARDINES SOCIALES;Saldo inicial convenios;27958723;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;3;COMFENALCO Antioquia;2020-07-27 11:11:38.260
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HOGARES LACTANTES;Saldo Final Convenios – Período reportado;211145135;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;3;COMFENALCO Antioquia;2020-07-27 11:11:38.260
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - JARDINES SOCIALES;Saldo inicial convenios;206924265;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;3;COMFENALCO Antioquia;2020-07-27 11:11:38.260
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - JARDINES SOCIALES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;1260000000;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;3;COMFENALCO Antioquia;2020-07-27 11:11:38.260
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - JARDINES SOCIALES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;568793911;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;3;COMFENALCO Antioquia;2020-07-27 11:11:38.260
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - JARDINES SOCIALES;Saldo Final Convenios – Período reportado;898130354;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;3;COMFENALCO Antioquia;2020-07-27 11:11:38.260
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - JARDINES SOCIALES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;267197716;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;3;COMFENALCO Antioquia;2020-07-27 11:11:38.260
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - JARDINES SOCIALES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;182323987;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;3;COMFENALCO Antioquia;2020-07-27 11:11:38.260
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - JARDINES SOCIALES;Saldo Final Convenios – Período reportado;112832452;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;3;COMFENALCO Antioquia;2020-07-27 11:11:38.260
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HOGARES LACTANTES;Saldo inicial convenios;227287642;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;3;COMFENALCO Antioquia;2020-07-27 11:11:38.260
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HOGARES LACTANTES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;470612758;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;3;COMFENALCO Antioquia;2020-07-27 11:11:38.260
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HOGARES LACTANTES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;486755265;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;3;COMFENALCO Antioquia;2020-07-27 11:11:38.260
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;63;COMFAMILIAR Putumayo;2020-07-27 11:49:13.553
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - PREESCOLARES;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;63;COMFAMILIAR Putumayo;2020-07-27 11:49:13.553
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - JARDINES SOCIALES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;63;COMFAMILIAR Putumayo;2020-07-27 11:49:13.553
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - JARDINES SOCIALES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;63;COMFAMILIAR Putumayo;2020-07-27 11:49:13.553
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - JARDINES SOCIALES;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;63;COMFAMILIAR Putumayo;2020-07-27 11:49:13.553
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - PREESCOLARES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;63;COMFAMILIAR Putumayo;2020-07-27 11:49:13.553
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - PREESCOLARES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;63;COMFAMILIAR Putumayo;2020-07-27 11:49:13.553
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - PREESCOLARES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;63;COMFAMILIAR Putumayo;2020-07-27 11:49:13.553
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB MÚLTIPLES;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;63;COMFAMILIAR Putumayo;2020-07-27 11:49:13.553
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB EMPRESARIALES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;63;COMFAMILIAR Putumayo;2020-07-27 11:49:13.553
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB EMPRESARIALES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;63;COMFAMILIAR Putumayo;2020-07-27 11:49:13.553
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB EMPRESARIALES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;63;COMFAMILIAR Putumayo;2020-07-27 11:49:13.553
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB EMPRESARIALES;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;63;COMFAMILIAR Putumayo;2020-07-27 11:49:13.553
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - JARDINES SOCIALES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;63;COMFAMILIAR Putumayo;2020-07-27 11:49:13.553
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;63;COMFAMILIAR Putumayo;2020-07-27 11:49:13.553
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;63;COMFAMILIAR Putumayo;2020-07-27 11:49:13.553
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;63;COMFAMILIAR Putumayo;2020-07-27 11:49:13.553
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB MÚLTIPLES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;63;COMFAMILIAR Putumayo;2020-07-27 11:49:13.553
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB MÚLTIPLES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;63;COMFAMILIAR Putumayo;2020-07-27 11:49:13.553
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB MÚLTIPLES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;63;COMFAMILIAR Putumayo;2020-07-27 11:49:13.553
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - JARDINES SOCIALES;Saldo inicial convenios;-440169610;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;24;COMPENSAR;2020-07-27 13:58:03.330
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - JARDINES SOCIALES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;1514529548;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;24;COMPENSAR;2020-07-27 13:58:03.330
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - JARDINES SOCIALES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;1641969712;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;24;COMPENSAR;2020-07-27 13:58:03.330
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - JARDINES SOCIALES;Saldo Final Convenios – Período reportado;-567609774;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;24;COMPENSAR;2020-07-27 13:58:03.330
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - JARDINES SOCIALES;Saldo inicial convenios;53240080;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;24;COMPENSAR;2020-07-27 13:58:03.330
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - PREESCOLARES;Saldo Final Convenios – Período reportado;933583035;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;24;COMPENSAR;2020-07-27 13:58:03.330
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - JARDINES SOCIALES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;642665400;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;24;COMPENSAR;2020-07-27 13:58:03.330
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - JARDINES SOCIALES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;1204129636;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;24;COMPENSAR;2020-07-27 13:58:03.330
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - JARDINES SOCIALES;Saldo Final Convenios – Período reportado;533844018;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;24;COMPENSAR;2020-07-27 13:58:03.330
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - PREESCOLARES;Saldo inicial convenios;1815226164;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;24;COMPENSAR;2020-07-27 13:58:03.330
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - PREESCOLARES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;6365949933;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;24;COMPENSAR;2020-07-27 13:58:03.330
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - PREESCOLARES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;7247593062;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;24;COMPENSAR;2020-07-27 13:58:03.330
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Saldo Final Convenios – Período reportado;687966444;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;24;COMPENSAR;2020-07-27 13:58:03.330
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB EMPRESARIALES;Saldo inicial convenios;636807125;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;24;COMPENSAR;2020-07-27 13:58:03.330
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB EMPRESARIALES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;624574287;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;24;COMPENSAR;2020-07-27 13:58:03.330
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB EMPRESARIALES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;854111257;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;24;COMPENSAR;2020-07-27 13:58:03.330
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB EMPRESARIALES;Saldo Final Convenios – Período reportado;407270155;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;24;COMPENSAR;2020-07-27 13:58:03.330
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - JARDINES SOCIALES;Saldo inicial convenios;1095308254;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;24;COMPENSAR;2020-07-27 13:58:03.330
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - JARDINES SOCIALES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;103278;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;24;COMPENSAR;2020-07-27 13:58:03.330
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - JARDINES SOCIALES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;-569688;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;24;COMPENSAR;2020-07-27 13:58:03.330
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - JARDINES SOCIALES;Saldo Final Convenios – Período reportado;53913046;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;24;COMPENSAR;2020-07-27 13:58:03.330
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Saldo inicial convenios;815113119;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;24;COMPENSAR;2020-07-27 13:58:03.330
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;1231057460;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;24;COMPENSAR;2020-07-27 13:58:03.330
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;1358204135;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;24;COMPENSAR;2020-07-27 13:58:03.330
NO APLICA;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;5;CAJACOPI Barranquilla;2020-07-27 18:59:06.390
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;998786850;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P2;67;COMFIAR Arauca;2020-07-27 22:38:01.787
